Register Address;UnitName;UnitId;FunctionGroup;FunctionNumber;DatapointId;DatapointName;Type;TypeName;Decimal;FunctionGroup name;Function name;Steps;Min. value;Max. value;Writable;unit;Commentary;Text 0;Text 1;Text 2;Text 3;Text 4;Text 5;Text 6;Text 7;Text 8;Text 9;Text 10;Text 11;Text 12;Text 13;Text 14;Text 15;Text 16;Text 17;Text 18;Text 19;Text 20;Text 21;Text 22;Text 23;Text 24;Text 25;Text 26;Text 27;Text 28;Text 29;Text 30;Text 31
23715;HV;527;50;0;40686;Spar-Lüftungsmodulation ;1;U8;0;Lüftung;Lüftung;1;15;100;Yes;%;Spar-Lüftungsmodulation (Luftmenge bei Sparbetrieb);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23716;HV;527;50;0;38606;Lüftungsmodulation;1;U8;0;Lüftung;Lüftung;1;15;100;No;%;Luftmenge Soll (Vorgebene Luftmenge, ergibt sich aus Betriebsart und Einstellung);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23717;HV;527;50;0;40687;Feuchte Sollwert;1;U8;0;Lüftung;Lüftung;1;30;65;Yes;%;Feuchte Sollwert (Am Bediengerät eingestellte maximale rel. Luftfeuchte);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23718;HV;527;50;0;37600;Feuchtigkeit Abluft;1;U8;0;Lüftung;Lüftung;1;0;100;No;%;Feuchtigkeit Abluft (gemessene rel. Luftfeuchte);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23719;HV;527;50;0;37608;VOC Abluft;1;U8;0;Lüftung;Lüftung;1;0;100;No;%;VOC Abluft (gemessener VOC-Wert in der Abluft (CO2-Äquivalent);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23720;HV;527;50;0;37611;VOC Aussenluft;1;U8;0;Lüftung;Lüftung;1;0;100;No;%;VOC Aussenluft (gemessener VOC-Wert in der Aussenluft (CO2-Äquivalent);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23721;HV;527;50;0;39600;Luftqualität Regulierung;1;LIST;0;Lüftung;Lüftung;1;0x00000003;0;Yes;;Luftqualität Regulierung (Statusangabe ob Luftqualitätsregelung eingeschaltet ist);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23722;HV;527;50;0;39652;Status Lüftungsregelung;1;U8;0;Lüftung;Lüftung;1;0;0;No;;Status Lüftungsregelung (Zahlencode der Auskunft über den Status des Lüftungsgerätes gibt);Aus, z.B. Standbybetrieb;Normaler Lüftungsbetrieb;VOC Modus aktiv;Feuchtigkeitsmodus aktiv;Frostschutz aktiv;CoolVet aktiv;Fehlerzustand;Sommerfeuchte;Ausschaltstop;;;;;;;;;;;;;;;;;;;;;;;
23723;HV;527;50;0;0;Temperatur Aussenluft;1;S16;1;Lüftung;Lüftung;1;-300;500;No;°C;Temperatur Aussenluft (Gemessene Lufttemperatur beim Eintritt der Aussenluft in das Gerät, kann von der effektiven Aussenlufttemp.  abweichen);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23724;HV;527;50;0;37602;Temperatur Abluft;1;S16;1;Lüftung;Lüftung;1;0;500;No;°C;Temperatur Abluft (Gemessene Lufttemperatur beim Eintritt der Abluft in das Gerät);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23725;HV;527;50;0;38600;Ventilator Fortluft soll;1;U8;0;Lüftung;Lüftung;1;0;100;No;%;"Luftmenge Ist (ergibt sich aus ""Luftmenge soll"", ""Feuchte soll"", ""Feuchte ist"", ""VOC Abluft"", ""VOC Aussenluft"", ""Temperatur Aussenluft"")";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23726;HV;528;50;0;40650;Betriebswahl Lüftung;1;LIST;0;Lüftung;Lüftung;1;0x00000037;0;Yes;;Betriebswahl Lüftung (z.B. Woche 1 / 2, Konstant, Standby);Standby;Woche 1;Woche 2;;Konstantbetrieb, Sollwert 40651;Sparbetrieb, Sollwert DAP40686;;;;;;;;;;;;;;;;;;;;;;;;;;
23727;HV;528;50;0;40651;Normal-Lüftungsmodulation ;1;U8;0;Lüftung;Lüftung;1;15;100;Yes;%;"Normal-Lüftungsmodulation (Luftmenge bei ""Konstant""-Betrieb)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23728;HV;528;50;0;40686;Spar-Lüftungsmodulation ;1;U8;0;Lüftung;Lüftung;1;15;100;Yes;%;Spar-Lüftungsmodulation (Luftmenge bei Sparbetrieb);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23729;HV;528;50;0;38606;Lüftungsmodulation;1;U8;0;Lüftung;Lüftung;1;15;100;No;%;Luftmenge Soll (Vorgebene Luftmenge, ergibt sich aus Betriebsart und Einstellung);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23730;HV;528;50;0;40687;Feuchte Sollwert;1;U8;0;Lüftung;Lüftung;1;30;65;Yes;%;Feuchte Sollwert (Am Bediengerät eingestellte maximale rel. Luftfeuchte);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23731;HV;528;50;0;37600;Feuchtigkeit Abluft;1;U8;0;Lüftung;Lüftung;1;0;100;No;%;Feuchtigkeit Abluft (gemessene rel. Luftfeuchte);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23732;HV;528;50;0;37608;VOC Abluft;1;U8;0;Lüftung;Lüftung;1;0;100;No;%;VOC Abluft (gemessener VOC-Wert in der Abluft (CO2-Äquivalent);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23733;HV;528;50;0;37611;VOC Aussenluft;1;U8;0;Lüftung;Lüftung;1;0;100;No;%;VOC Aussenluft (gemessener VOC-Wert in der Aussenluft (CO2-Äquivalent);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23734;HV;528;50;0;39600;Luftqualität Regulierung;1;LIST;0;Lüftung;Lüftung;1;0x00000003;0;Yes;;Luftqualität Regulierung (Statusangabe ob Luftqualitätsregelung eingeschaltet ist);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23735;HV;528;50;0;39652;Status Lüftungsregelung;1;U8;0;Lüftung;Lüftung;1;0;0;No;;Status Lüftungsregelung (Zahlencode der Auskunft über den Status des Lüftungsgerätes gibt);Aus, z.B. Standbybetrieb;Normaler Lüftungsbetrieb;VOC Modus aktiv;Feuchtigkeitsmodus aktiv;Frostschutz aktiv;CoolVet aktiv;Fehlerzustand;Sommerfeuchte;Ausschaltstop;;;;;;;;;;;;;;;;;;;;;;;
23736;HV;528;50;0;0;Temperatur Aussenluft;1;S16;1;Lüftung;Lüftung;1;-300;500;No;°C;Temperatur Aussenluft (Gemessene Lufttemperatur beim Eintritt der Aussenluft in das Gerät, kann von der effektiven Aussenlufttemp.  abweichen);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23737;HV;528;50;0;37602;Temperatur Abluft;1;S16;1;Lüftung;Lüftung;1;0;500;No;°C;Temperatur Abluft (Gemessene Lufttemperatur beim Eintritt der Abluft in das Gerät);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23738;HV;528;50;0;38600;Ventilator Fortluft soll;1;U8;0;Lüftung;Lüftung;1;0;100;No;%;"Luftmenge Ist (ergibt sich aus ""Luftmenge soll"", ""Feuchte soll"", ""Feuchte ist"", ""VOC Abluft"", ""VOC Aussenluft"", ""Temperatur Aussenluft"")";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23835;HV;513;0;0;29042;Aktiver Fehler 1_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23836;HV;513;0;0;29042;Aktiver Fehler 1_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23837;HV;513;0;0;29042;Aktiver Fehler 1_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23838;HV;513;0;0;29042;Aktiver Fehler 1_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23839;HV;513;0;0;29042;Aktiver Fehler 1_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23840;HV;513;0;0;29042;Aktiver Fehler 1_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23841;HV;513;0;0;29042;Aktiver Fehler 1_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23842;HV;513;0;0;29042;Aktiver Fehler 1_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23843;HV;513;0;0;29042;Aktiver Fehler 1_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23844;HV;513;0;0;29043;Aktiver Fehler 2_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23845;HV;513;0;0;29043;Aktiver Fehler 2_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23846;HV;513;0;0;29043;Aktiver Fehler 2_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23847;HV;513;0;0;29043;Aktiver Fehler 2_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23848;HV;513;0;0;29043;Aktiver Fehler 2_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23849;HV;513;0;0;29043;Aktiver Fehler 2_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23850;HV;513;0;0;29043;Aktiver Fehler 2_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23851;HV;513;0;0;29043;Aktiver Fehler 2_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23852;HV;513;0;0;29043;Aktiver Fehler 2_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23853;HV;513;0;0;29044;Aktiver Fehler 3_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23854;HV;513;0;0;29044;Aktiver Fehler 3_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23855;HV;513;0;0;29044;Aktiver Fehler 3_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23856;HV;513;0;0;29044;Aktiver Fehler 3_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23857;HV;513;0;0;29044;Aktiver Fehler 3_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23858;HV;513;0;0;29044;Aktiver Fehler 3_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23859;HV;513;0;0;29044;Aktiver Fehler 3_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23860;HV;513;0;0;29044;Aktiver Fehler 3_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23861;HV;513;0;0;29044;Aktiver Fehler 3_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23862;HV;513;0;0;29045;Aktiver Fehler 4_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23863;HV;513;0;0;29045;Aktiver Fehler 4_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23864;HV;513;0;0;29045;Aktiver Fehler 4_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23865;HV;513;0;0;29045;Aktiver Fehler 4_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23866;HV;513;0;0;29045;Aktiver Fehler 4_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23867;HV;513;0;0;29045;Aktiver Fehler 4_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23868;HV;513;0;0;29045;Aktiver Fehler 4_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23869;HV;513;0;0;29045;Aktiver Fehler 4_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23870;HV;513;0;0;29045;Aktiver Fehler 4_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23871;HV;513;0;0;29046;Aktiver Fehler 5_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23872;HV;513;0;0;29046;Aktiver Fehler 5_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23873;HV;513;0;0;29046;Aktiver Fehler 5_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23874;HV;513;0;0;29046;Aktiver Fehler 5_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23875;HV;513;0;0;29046;Aktiver Fehler 5_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23876;HV;513;0;0;29046;Aktiver Fehler 5_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23877;HV;513;0;0;29046;Aktiver Fehler 5_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23878;HV;513;0;0;29046;Aktiver Fehler 5_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23879;HV;513;0;0;29046;Aktiver Fehler 5_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23880;HV;514;0;0;29042;Aktiver Fehler 1_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23881;HV;514;0;0;29042;Aktiver Fehler 1_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23882;HV;514;0;0;29042;Aktiver Fehler 1_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23883;HV;514;0;0;29042;Aktiver Fehler 1_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23884;HV;514;0;0;29042;Aktiver Fehler 1_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23885;HV;514;0;0;29042;Aktiver Fehler 1_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23886;HV;514;0;0;29042;Aktiver Fehler 1_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23887;HV;514;0;0;29042;Aktiver Fehler 1_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23888;HV;514;0;0;29042;Aktiver Fehler 1_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23889;HV;514;0;0;29043;Aktiver Fehler 2_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23890;HV;514;0;0;29043;Aktiver Fehler 2_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23891;HV;514;0;0;29043;Aktiver Fehler 2_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23892;HV;514;0;0;29043;Aktiver Fehler 2_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23893;HV;514;0;0;29043;Aktiver Fehler 2_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23894;HV;514;0;0;29043;Aktiver Fehler 2_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23895;HV;514;0;0;29043;Aktiver Fehler 2_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23896;HV;514;0;0;29043;Aktiver Fehler 2_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23897;HV;514;0;0;29043;Aktiver Fehler 2_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23898;HV;514;0;0;29044;Aktiver Fehler 3_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23899;HV;514;0;0;29044;Aktiver Fehler 3_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23900;HV;514;0;0;29044;Aktiver Fehler 3_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23901;HV;514;0;0;29044;Aktiver Fehler 3_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23902;HV;514;0;0;29044;Aktiver Fehler 3_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23903;HV;514;0;0;29044;Aktiver Fehler 3_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23904;HV;514;0;0;29044;Aktiver Fehler 3_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23905;HV;514;0;0;29044;Aktiver Fehler 3_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23906;HV;514;0;0;29044;Aktiver Fehler 3_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23907;HV;514;0;0;29045;Aktiver Fehler 4_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23908;HV;514;0;0;29045;Aktiver Fehler 4_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23909;HV;514;0;0;29045;Aktiver Fehler 4_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23910;HV;514;0;0;29045;Aktiver Fehler 4_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23911;HV;514;0;0;29045;Aktiver Fehler 4_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23912;HV;514;0;0;29045;Aktiver Fehler 4_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23913;HV;514;0;0;29045;Aktiver Fehler 4_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23914;HV;514;0;0;29045;Aktiver Fehler 4_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23915;HV;514;0;0;29045;Aktiver Fehler 4_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23916;HV;514;0;0;29046;Aktiver Fehler 5_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23917;HV;514;0;0;29046;Aktiver Fehler 5_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23918;HV;514;0;0;29046;Aktiver Fehler 5_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23919;HV;514;0;0;29046;Aktiver Fehler 5_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23920;HV;514;0;0;29046;Aktiver Fehler 5_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23921;HV;514;0;0;29046;Aktiver Fehler 5_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23922;HV;514;0;0;29046;Aktiver Fehler 5_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23923;HV;514;0;0;29046;Aktiver Fehler 5_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23924;HV;514;0;0;29046;Aktiver Fehler 5_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23925;HV;515;0;0;29042;Aktiver Fehler 1_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23926;HV;515;0;0;29042;Aktiver Fehler 1_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23927;HV;515;0;0;29042;Aktiver Fehler 1_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23928;HV;515;0;0;29042;Aktiver Fehler 1_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23929;HV;515;0;0;29042;Aktiver Fehler 1_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23930;HV;515;0;0;29042;Aktiver Fehler 1_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23931;HV;515;0;0;29042;Aktiver Fehler 1_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23932;HV;515;0;0;29042;Aktiver Fehler 1_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23933;HV;515;0;0;29042;Aktiver Fehler 1_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23934;HV;515;0;0;29043;Aktiver Fehler 2_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23935;HV;515;0;0;29043;Aktiver Fehler 2_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23936;HV;515;0;0;29043;Aktiver Fehler 2_disappear_time;5;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23937;HV;515;0;0;29043;Aktiver Fehler 2_disappear_date;6;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23938;HV;515;0;0;29043;Aktiver Fehler 2_source;7;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23939;HV;515;0;0;29043;Aktiver Fehler 2_function_group;8;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23940;HV;515;0;0;29043;Aktiver Fehler 2_function_number;9;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23941;HV;515;0;0;29043;Aktiver Fehler 2_error_type;10;U8;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23942;HV;515;0;0;29043;Aktiver Fehler 2_error_code;11;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23943;HV;515;0;0;29044;Aktiver Fehler 3_appearance_time;3;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23944;HV;515;0;0;29044;Aktiver Fehler 3_appearance_date;4;U16;0;Allgemein;Allgemein;1;0;0;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
